title,text
" 6 Killed In Israeli Army Raid In West Bank, Says Palestinian Ministry ","NewsWorld News6 Killed In Israeli Army Raid In West Bank, Says Palestinian Ministry 6 Killed In Israeli Army Raid In West Bank, Says Palestinian Ministry  At least 542 Palestinians have been killed in the West Bank by Israeli troops or settlers since the Gaza war broke out, according to Palestinian officials. World NewsAgence France-PresseUpdated: June 12, 2024 1:05 am ISTWest Bank has experienced surge in violence since war broke out between Israel Army and Hamas.Palestinian Territories: The Palestinian health ministry and Red Crescent said six Palestinian men were killed Tuesday during an Israeli army raid in the northern occupied West Bank village of Kfar Dan.The Israeli military said it conducted a ""counterterror activity"" in the area during which four militants were killed.The men aged between 21 and 32 were ""shot by the occupation forces in the town of Kafr Dan, Jenin district"", the Palestinian health ministry in Ramallah said in a statement.The Palestinian Red Crescent said it had transported six dead people from Kafr Dan, at least three of them from a ""targeted house"".The Israeli army said troops ""encircled a structure used"" by Palestinian militants, killing four ""during exchanges of fire"" and injuring ""additional ones"", while an Israeli air force helicopter ""struck the area of the structure"".The statement added that soldiers had found weapons ""and a vehicle containing numerous explosives"".The West Bank, which Israel has occupied since 1967, has experienced a surge in violence for more than a year, but especially since the Israel-Hamas war in Gaza erupted on October 7.At least 542 Palestinians have been killed in the West Bank by Israeli troops or settlers since the Gaza war broke out, according to Palestinian officials.PromotedListen to the latest songs, only on JioSaavn.comAttacks by Palestinians have killed at least 14 Israelis in the West Bank over the same period, according to an AFP tally of Israeli official figures.(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)India Elections | Read Latest News on Lok Sabha Elections 2024 Live on NDTV.com. Get Election Schedule, information on candidates, in-depth ground reports and more - #ElectionsWithNDTVWatch Live News:Follow Us:Israel Hamas WarWest BankIsrael armyTrending UP Election Result Might See A Twist As 6 INDIA Bloc MPs May Be ConvictedTrouble For Sunita Williams, Crew As 'Spacebug' Detected At Space StationIndia Out Of WC Qualifiers After Qatar's Controversial Goal Sparks OutrageNaveen Patnaik's 24-Year WFH A Headache For New Odisha GovernmentLt General Upendra Dwivedi Named New Army ChiefUS Woman Buys Fake Jewellery Worth Rs 300 For Rs 6 Crore In Jaipur
    
        
    
							.
                        Boeing Starliner Crew Aboard Space Station After Challenging Docking""Will Respect Judicial Process"": Joe Biden After Son Convicted In Gun CrimesAdvertisementAdvertisementAdvertisementAdvertisementQuick LinksWorld NewsPNR StatusEducation NewsBusiness NewsSports NewsMP Chhattisgarh NewsNDTV ProfitMarathi NewsModi 3.0 Cabinet LiveModi 3.0 MinistersMohan MajhiDarshan ThoogudeepaOdisha GovernmentAdvertisement................................ Advertisement ................................"
" 6 Killed In Israeli Army Raid In West Bank, Says Palestinian Ministry ","NewsWorld News6 Killed In Israeli Army Raid In West Bank, Says Palestinian Ministry 6 Killed In Israeli Army Raid In West Bank, Says Palestinian Ministry  At least 542 Palestinians have been killed in the West Bank by Israeli troops or settlers since the Gaza war broke out, according to Palestinian officials. World NewsAgence France-PresseUpdated: June 12, 2024 1:05 am ISTWest Bank has experienced surge in violence since war broke out between Israel Army and Hamas.Palestinian Territories: The Palestinian health ministry and Red Crescent said six Palestinian men were killed Tuesday during an Israeli army raid in the northern occupied West Bank village of Kfar Dan.The Israeli military said it conducted a ""counterterror activity"" in the area during which four militants were killed.The men aged between 21 and 32 were ""shot by the occupation forces in the town of Kafr Dan, Jenin district"", the Palestinian health ministry in Ramallah said in a statement.The Palestinian Red Crescent said it had transported six dead people from Kafr Dan, at least three of them from a ""targeted house"".The Israeli army said troops ""encircled a structure used"" by Palestinian militants, killing four ""during exchanges of fire"" and injuring ""additional ones"", while an Israeli air force helicopter ""struck the area of the structure"".The statement added that soldiers had found weapons ""and a vehicle containing numerous explosives"".The West Bank, which Israel has occupied since 1967, has experienced a surge in violence for more than a year, but especially since the Israel-Hamas war in Gaza erupted on October 7.At least 542 Palestinians have been killed in the West Bank by Israeli troops or settlers since the Gaza war broke out, according to Palestinian officials.PromotedListen to the latest songs, only on JioSaavn.comAttacks by Palestinians have killed at least 14 Israelis in the West Bank over the same period, according to an AFP tally of Israeli official figures.(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)India Elections | Read Latest News on Lok Sabha Elections 2024 Live on NDTV.com. Get Election Schedule, information on candidates, in-depth ground reports and more - #ElectionsWithNDTVWatch Live News:Follow Us:Israel Hamas WarWest BankIsrael armyTrending UP Election Result Might See A Twist As 6 INDIA Bloc MPs May Be ConvictedTrouble For Sunita Williams, Crew As 'Spacebug' Detected At Space StationIndia Out Of WC Qualifiers After Qatar's Controversial Goal Sparks OutrageNaveen Patnaik's 24-Year WFH A Headache For New Odisha GovernmentUS Woman Buys Fake Jewellery Worth Rs 300 For Rs 6 Crore In JaipurLt General Upendra Dwivedi Named New Army Chief
    
        
    
							.
                        Boeing Starliner Crew Aboard Space Station After Challenging Docking""Will Respect Judicial Process"": Joe Biden After Son Convicted In Gun CrimesAdvertisementAdvertisementAdvertisementAdvertisementQuick LinksWorld NewsPNR StatusEducation NewsBusiness NewsSports NewsMP Chhattisgarh NewsNDTV ProfitMarathi NewsModi 3.0 Cabinet LiveModi 3.0 MinistersMohan MajhiDarshan ThoogudeepaOdisha GovernmentAdvertisement................................ Advertisement ................................"
" Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister ","ElectionsIndia NewsMohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister  PM Narendra Modi will attend Mr Majhi's swearing-in ceremony. India NewsReported by Akhilesh Sharma (with inputs from PTI)Updated: June 11, 2024 8:30 pm ISTMr Majhi is the MLA from the Keonjhar Assembly constituency.                              
																								After 24 years of the BJD's Naveen Patnaik as the chief minister, Odisha is set to see a new leader at the helm with the BJP naming Mohan Majhi as its pick. Mr Majhi will take oath as the chief minister tomorrow. 										Here are five points on Mohan Majhi:Mr Majhi was born in Raikala village in Keonjhar district. He is the son of a security guard.He was the village head between 1997 and 2000 and was the general secretary of the BJP's Odisha ST (Scheduled Tribes) Morcha before being elected as an MLA from Keonjhar in 2000.The 52-year-old has won from the seat four times, including the Assembly elections this year, in which his vote margin was 11,577. He holds a law degree.The chief minister-designate is a strong tribal voice in Odisha and is known for his organisational skills. He was also the chief whip in the outgoing Odisha legislative assembly. In his first reaction after he was named the chief minister, Mr Majhi said: ""Due to the blessings of Lord Jagannath, the BJP achieved a majority in Odisha and is going to form the government in the state. I would like to thank the 4.5 crore Odias who voted for change."" Post a comment India Elections | Read Latest News on Lok Sabha Elections 2024 Live on NDTV.com. Get Election Schedule, information on candidates, in-depth ground reports and more - #ElectionsWithNDTVWatch Live News:Follow Us:Odisha chief ministerMohan MajhiBJP chief ministerTrending UP Election Result Might See A Twist As 6 INDIA Bloc MPs May Be ConvictedTrouble For Sunita Williams, Crew As 'Spacebug' Detected At Space StationIndia Out Of WC Qualifiers After Qatar's Controversial Goal Sparks OutrageNaveen Patnaik's 24-Year WFH A Headache For New Odisha GovernmentLt General Upendra Dwivedi Named New Army ChiefUS Woman Buys Fake Jewellery Worth Rs 300 For Rs 6 Crore In Jaipur
    
        
    
							.
                        PM Modi Asks Supporters To Remove 'Modi Ka Parivar' From Social Media ProfilesRajya Sabha To Face 10 Vacancies As Members Get Elected To Lok SabhaAdvertisementAdvertisementAdvertisementAdvertisementQuick LinksWorld NewsPNR StatusEducation NewsBusiness NewsSports NewsMP Chhattisgarh NewsNDTV ProfitMarathi NewsModi 3.0 Cabinet LiveModi 3.0 MinistersMohan MajhiDarshan ThoogudeepaOdisha GovernmentAdvertisement................................ Advertisement ................................"
" Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister ","ElectionsIndia NewsMohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister  PM Narendra Modi will attend Mr Majhi's swearing-in ceremony. India NewsReported by Akhilesh Sharma (with inputs from PTI)Updated: June 11, 2024 8:30 pm ISTMr Majhi is the MLA from the Keonjhar Assembly constituency.                              
																								After 24 years of the BJD's Naveen Patnaik as the chief minister, Odisha is set to see a new leader at the helm with the BJP naming Mohan Majhi as its pick. Mr Majhi will take oath as the chief minister tomorrow. 										Here are five points on Mohan Majhi:Mr Majhi was born in Raikala village in Keonjhar district. He is the son of a security guard.He was the village head between 1997 and 2000 and was the general secretary of the BJP's Odisha ST (Scheduled Tribes) Morcha before being elected as an MLA from Keonjhar in 2000.The 52-year-old has won from the seat four times, including the Assembly elections this year, in which his vote margin was 11,577. He holds a law degree.The chief minister-designate is a strong tribal voice in Odisha and is known for his organisational skills. He was also the chief whip in the outgoing Odisha legislative assembly. In his first reaction after he was named the chief minister, Mr Majhi said: ""Due to the blessings of Lord Jagannath, the BJP achieved a majority in Odisha and is going to form the government in the state. I would like to thank the 4.5 crore Odias who voted for change."" Post a comment India Elections | Read Latest News on Lok Sabha Elections 2024 Live on NDTV.com. Get Election Schedule, information on candidates, in-depth ground reports and more - #ElectionsWithNDTVWatch Live News:Follow Us:Odisha chief ministerMohan MajhiBJP chief ministerTrending UP Election Result Might See A Twist As 6 INDIA Bloc MPs May Be ConvictedTrouble For Sunita Williams, Crew As 'Spacebug' Detected At Space StationIndia Out Of WC Qualifiers After Qatar's Controversial Goal Sparks OutrageNaveen Patnaik's 24-Year WFH A Headache For New Odisha GovernmentUS Woman Buys Fake Jewellery Worth Rs 300 For Rs 6 Crore In JaipurLt General Upendra Dwivedi Named New Army Chief
    
        
    
							.
                        PM Modi Asks Supporters To Remove 'Modi Ka Parivar' From Social Media ProfilesRajya Sabha To Face 10 Vacancies As Members Get Elected To Lok SabhaAdvertisementAdvertisementAdvertisementAdvertisementQuick LinksWorld NewsPNR StatusEducation NewsBusiness NewsSports NewsMP Chhattisgarh NewsNDTV ProfitMarathi NewsModi 3.0 Cabinet LiveModi 3.0 MinistersMohan MajhiDarshan ThoogudeepaOdisha GovernmentAdvertisement................................ Advertisement ................................"
" Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister ","ElectionsIndia NewsMohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister  PM Narendra Modi will attend Mr Majhi's swearing-in ceremony. India NewsReported by Akhilesh Sharma (with inputs from PTI)Updated: June 11, 2024 8:30 pm ISTMr Majhi is the MLA from the Keonjhar Assembly constituency.                              
																								After 24 years of the BJD's Naveen Patnaik as the chief minister, Odisha is set to see a new leader at the helm with the BJP naming Mohan Majhi as its pick. Mr Majhi will take oath as the chief minister tomorrow. 										Here are five points on Mohan Majhi:Mr Majhi was born in Raikala village in Keonjhar district. He is the son of a security guard.He was the village head between 1997 and 2000 and was the general secretary of the BJP's Odisha ST (Scheduled Tribes) Morcha before being elected as an MLA from Keonjhar in 2000.The 52-year-old has won from the seat four times, including the Assembly elections this year, in which his vote margin was 11,577. He holds a law degree.The chief minister-designate is a strong tribal voice in Odisha and is known for his organisational skills. He was also the chief whip in the outgoing Odisha legislative assembly. In his first reaction after he was named the chief minister, Mr Majhi said: ""Due to the blessings of Lord Jagannath, the BJP achieved a majority in Odisha and is going to form the government in the state. I would like to thank the 4.5 crore Odias who voted for change."" Post a comment India Elections | Read Latest News on Lok Sabha Elections 2024 Live on NDTV.com. Get Election Schedule, information on candidates, in-depth ground reports and more - #ElectionsWithNDTVWatch Live News:Follow Us:Odisha chief ministerMohan MajhiBJP chief ministerTrending UP Election Result Might See A Twist As 6 INDIA Bloc MPs May Be ConvictedTrouble For Sunita Williams, Crew As 'Spacebug' Detected At Space StationIndia Out Of WC Qualifiers After Qatar's Controversial Goal Sparks OutrageNaveen Patnaik's 24-Year WFH A Headache For New Odisha GovernmentUS Woman Buys Fake Jewellery Worth Rs 300 For Rs 6 Crore In JaipurLt General Upendra Dwivedi Named New Army Chief
    
        
    
							.
                        PM Modi Asks Supporters To Remove 'Modi Ka Parivar' From Social Media ProfilesRajya Sabha To Face 10 Vacancies As Members Get Elected To Lok SabhaAdvertisementAdvertisementAdvertisementAdvertisementQuick LinksWorld NewsPNR StatusEducation NewsBusiness NewsSports NewsMP Chhattisgarh NewsNDTV ProfitMarathi NewsModi 3.0 Cabinet LiveModi 3.0 MinistersMohan MajhiDarshan ThoogudeepaOdisha GovernmentAdvertisement................................ Advertisement ................................"
" Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister ","ElectionsIndia NewsMohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister  PM Narendra Modi will attend Mr Majhi's swearing-in ceremony. India NewsReported by Akhilesh Sharma (with inputs from PTI)Updated: June 11, 2024 8:30 pm ISTMr Majhi is the MLA from the Keonjhar Assembly constituency.                              
																								After 24 years of the BJD's Naveen Patnaik as the chief minister, Odisha is set to see a new leader at the helm with the BJP naming Mohan Majhi as its pick. Mr Majhi will take oath as the chief minister tomorrow. 										Here are five points on Mohan Majhi:Mr Majhi was born in Raikala village in Keonjhar district. He is the son of a security guard.He was the village head between 1997 and 2000 and was the general secretary of the BJP's Odisha ST (Scheduled Tribes) Morcha before being elected as an MLA from Keonjhar in 2000.The 52-year-old has won from the seat four times, including the Assembly elections this year, in which his vote margin was 11,577. He holds a law degree.The chief minister-designate is a strong tribal voice in Odisha and is known for his organisational skills. He was also the chief whip in the outgoing Odisha legislative assembly. In his first reaction after he was named the chief minister, Mr Majhi said: ""Due to the blessings of Lord Jagannath, the BJP achieved a majority in Odisha and is going to form the government in the state. I would like to thank the 4.5 crore Odias who voted for change."" Post a comment India Elections | Read Latest News on Lok Sabha Elections 2024 Live on NDTV.com. Get Election Schedule, information on candidates, in-depth ground reports and more - #ElectionsWithNDTVWatch Live News:Follow Us:Odisha chief ministerMohan MajhiBJP chief ministerTrending UP Election Result Might See A Twist As 6 INDIA Bloc MPs May Be ConvictedTrouble For Sunita Williams, Crew As 'Spacebug' Detected At Space StationIndia Out Of WC Qualifiers After Qatar's Controversial Goal Sparks OutrageNaveen Patnaik's 24-Year WFH A Headache For New Odisha GovernmentUS Woman Buys Fake Jewellery Worth Rs 300 For Rs 6 Crore In JaipurLt General Upendra Dwivedi Named New Army Chief
    
        
    
							.
                        PM Modi Asks Supporters To Remove 'Modi Ka Parivar' From Social Media ProfilesRajya Sabha To Face 10 Vacancies As Members Get Elected To Lok SabhaAdvertisementAdvertisementAdvertisementAdvertisementQuick LinksWorld NewsPNR StatusEducation NewsBusiness NewsSports NewsMP Chhattisgarh NewsNDTV ProfitMarathi NewsModi 3.0 Cabinet LiveModi 3.0 MinistersMohan MajhiDarshan ThoogudeepaOdisha GovernmentAdvertisement................................ Advertisement ................................"
" Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister ","ElectionsIndia NewsMohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister  PM Narendra Modi will attend Mr Majhi's swearing-in ceremony. India NewsReported by Akhilesh Sharma (with inputs from PTI)Updated: June 11, 2024 8:30 pm ISTMr Majhi is the MLA from the Keonjhar Assembly constituency.                              
																								After 24 years of the BJD's Naveen Patnaik as the chief minister, Odisha is set to see a new leader at the helm with the BJP naming Mohan Majhi as its pick. Mr Majhi will take oath as the chief minister tomorrow. 										Here are five points on Mohan Majhi:Mr Majhi was born in Raikala village in Keonjhar district. He is the son of a security guard.He was the village head between 1997 and 2000 and was the general secretary of the BJP's Odisha ST (Scheduled Tribes) Morcha before being elected as an MLA from Keonjhar in 2000.The 52-year-old has won from the seat four times, including the Assembly elections this year, in which his vote margin was 11,577. He holds a law degree.The chief minister-designate is a strong tribal voice in Odisha and is known for his organisational skills. He was also the chief whip in the outgoing Odisha legislative assembly. In his first reaction after he was named the chief minister, Mr Majhi said: ""Due to the blessings of Lord Jagannath, the BJP achieved a majority in Odisha and is going to form the government in the state. I would like to thank the 4.5 crore Odias who voted for change."" Post a comment India Elections | Read Latest News on Lok Sabha Elections 2024 Live on NDTV.com. Get Election Schedule, information on candidates, in-depth ground reports and more - #ElectionsWithNDTVWatch Live News:Follow Us:Odisha chief ministerMohan MajhiBJP chief ministerTrending UP Election Result Might See A Twist As 6 INDIA Bloc MPs May Be ConvictedTrouble For Sunita Williams, Crew As 'Spacebug' Detected At Space StationIndia Out Of WC Qualifiers After Qatar's Controversial Goal Sparks OutrageNaveen Patnaik's 24-Year WFH A Headache For New Odisha GovernmentUS Woman Buys Fake Jewellery Worth Rs 300 For Rs 6 Crore In JaipurLt General Upendra Dwivedi Named New Army Chief
    
        
    
							.
                        PM Modi Asks Supporters To Remove 'Modi Ka Parivar' From Social Media ProfilesRajya Sabha To Face 10 Vacancies As Members Get Elected To Lok SabhaAdvertisementAdvertisementAdvertisementAdvertisementQuick LinksWorld NewsPNR StatusEducation NewsBusiness NewsSports NewsMP Chhattisgarh NewsNDTV ProfitMarathi NewsModi 3.0 Cabinet LiveModi 3.0 MinistersMohan MajhiDarshan ThoogudeepaOdisha GovernmentAdvertisement................................ Advertisement ................................"
" Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister ","ElectionsIndia NewsMohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister  PM Narendra Modi will attend Mr Majhi's swearing-in ceremony. India NewsReported by Akhilesh Sharma (with inputs from PTI)Updated: June 11, 2024 8:30 pm ISTMr Majhi is the MLA from the Keonjhar Assembly constituency.                              
																								After 24 years of the BJD's Naveen Patnaik as the chief minister, Odisha is set to see a new leader at the helm with the BJP naming Mohan Majhi as its pick. Mr Majhi will take oath as the chief minister tomorrow. 										Here are five points on Mohan Majhi:Mr Majhi was born in Raikala village in Keonjhar district. He is the son of a security guard.He was the village head between 1997 and 2000 and was the general secretary of the BJP's Odisha ST (Scheduled Tribes) Morcha before being elected as an MLA from Keonjhar in 2000.The 52-year-old has won from the seat four times, including the Assembly elections this year, in which his vote margin was 11,577. He holds a law degree.The chief minister-designate is a strong tribal voice in Odisha and is known for his organisational skills. He was also the chief whip in the outgoing Odisha legislative assembly. In his first reaction after he was named the chief minister, Mr Majhi said: ""Due to the blessings of Lord Jagannath, the BJP achieved a majority in Odisha and is going to form the government in the state. I would like to thank the 4.5 crore Odias who voted for change."" Post a comment India Elections | Read Latest News on Lok Sabha Elections 2024 Live on NDTV.com. Get Election Schedule, information on candidates, in-depth ground reports and more - #ElectionsWithNDTVWatch Live News:Follow Us:Odisha chief ministerMohan MajhiBJP chief ministerTrending UP Election Result Might See A Twist As 6 INDIA Bloc MPs May Be ConvictedTrouble For Sunita Williams, Crew As 'Spacebug' Detected At Space StationIndia Out Of WC Qualifiers After Qatar's Controversial Goal Sparks OutrageNaveen Patnaik's 24-Year WFH A Headache For New Odisha GovernmentLt General Upendra Dwivedi Named New Army ChiefUS Woman Buys Fake Jewellery Worth Rs 300 For Rs 6 Crore In Jaipur
    
        
    
							.
                        PM Modi Asks Supporters To Remove 'Modi Ka Parivar' From Social Media ProfilesRajya Sabha To Face 10 Vacancies As Members Get Elected To Lok SabhaAdvertisementAdvertisementAdvertisementAdvertisementQuick LinksWorld NewsPNR StatusEducation NewsBusiness NewsSports NewsMP Chhattisgarh NewsNDTV ProfitMarathi NewsModi 3.0 Cabinet LiveModi 3.0 MinistersMohan MajhiDarshan ThoogudeepaOdisha GovernmentAdvertisement................................ Advertisement ................................"
" Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister ","ElectionsIndia NewsMohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister Mohan Majhi, A Security Guard's Son Who Will Be Odisha Chief Minister  PM Narendra Modi will attend Mr Majhi's swearing-in ceremony. India NewsReported by Akhilesh Sharma (with inputs from PTI)Updated: June 11, 2024 8:30 pm ISTMr Majhi is the MLA from the Keonjhar Assembly constituency.                              
																								After 24 years of the BJD's Naveen Patnaik as the chief minister, Odisha is set to see a new leader at the helm with the BJP naming Mohan Majhi as its pick. Mr Majhi will take oath as the chief minister tomorrow. 										Here are five points on Mohan Majhi:Mr Majhi was born in Raikala village in Keonjhar district. He is the son of a security guard.He was the village head between 1997 and 2000 and was the general secretary of the BJP's Odisha ST (Scheduled Tribes) Morcha before being elected as an MLA from Keonjhar in 2000.The 52-year-old has won from the seat four times, including the Assembly elections this year, in which his vote margin was 11,577. He holds a law degree.The chief minister-designate is a strong tribal voice in Odisha and is known for his organisational skills. He was also the chief whip in the outgoing Odisha legislative assembly. In his first reaction after he was named the chief minister, Mr Majhi said: ""Due to the blessings of Lord Jagannath, the BJP achieved a majority in Odisha and is going to form the government in the state. I would like to thank the 4.5 crore Odias who voted for change."" Post a comment India Elections | Read Latest News on Lok Sabha Elections 2024 Live on NDTV.com. Get Election Schedule, information on candidates, in-depth ground reports and more - #ElectionsWithNDTVWatch Live News:Follow Us:Odisha chief ministerMohan MajhiBJP chief ministerTrending UP Election Result Might See A Twist As 6 INDIA Bloc MPs May Be ConvictedTrouble For Sunita Williams, Crew As 'Spacebug' Detected At Space StationIndia Out Of WC Qualifiers After Qatar's Controversial Goal Sparks OutrageNaveen Patnaik's 24-Year WFH A Headache For New Odisha GovernmentLt General Upendra Dwivedi Named New Army ChiefUS Woman Buys Fake Jewellery Worth Rs 300 For Rs 6 Crore In Jaipur
    
        
    
							.
                        PM Modi Asks Supporters To Remove 'Modi Ka Parivar' From Social Media ProfilesRajya Sabha To Face 10 Vacancies As Members Get Elected To Lok SabhaAdvertisementAdvertisementAdvertisementAdvertisementQuick LinksWorld NewsPNR StatusEducation NewsBusiness NewsSports NewsMP Chhattisgarh NewsNDTV ProfitMarathi NewsModi 3.0 Cabinet LiveModi 3.0 MinistersMohan MajhiDarshan ThoogudeepaOdisha GovernmentAdvertisement................................ Advertisement ................................"
" Supriya Sule Takes Dig At Pune MP After He Gets Cabinet Berth, He Hits Back ","NewsIndia NewsSupriya Sule Takes Dig At Pune MP After He Gets Cabinet Berth, He Hits Back Supriya Sule Takes Dig At Pune MP After He Gets Cabinet Berth, He Hits Back  Pune MP Murlidhar Mohol has been appointed as minister of state for civil aviation and cooperation in the PM Modi-led government. India NewsPress Trust of IndiaUpdated: June 11, 2024 2:51 pm ISTFile photoPune: Pune MP and Union Minister Murlidhar Mohol on Tuesday hit back at NCP (SP) leader Supriya Sule for her remarks that his position in Prime Minister Narendra Modi's cabinet should benefit Punekars rather than contractors.Former corporator and Pune mayor Mohol has been appointed as minister of state for civil aviation and cooperation in the Modi government.Speaking to reporters on Monday, Baramati MP Sule congratulated Mr Mohol for getting the cabinet berth.""We are happy that Pune got a ministerial berth, but its use should benefit Punekars rather than contractors,"" she said.In a post on the micro-blogging site, 'X', Mr Mohol said, ""Tai (Sule), I can understand your displeasure. For a party worker from an ordinary household like me to get a chance to become a minister is not easy to digest for someone like you who was born with a golden spoon.""PromotedListen to the latest songs, only on JioSaavn.comThe minister further said as far as contractors are concerned, the entire Maharashtra knows who nurtured them, who made them big and who are partners of big contractors from Pune and Maharashtra. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)India Elections | Read Latest News on Lok Sabha Elections 2024 Live on NDTV.com. Get Election Schedule, information on candidates, in-depth ground reports and more - #ElectionsWithNDTVWatch Live News:Follow Us:Murlidhar MoholSupriya SuleModi cabinetTrending UP Election Result Might See A Twist As 6 INDIA Bloc MPs May Be ConvictedTrouble For Sunita Williams, Crew As 'Spacebug' Detected At Space StationIndia Out Of WC Qualifiers After Qatar's Controversial Goal Sparks OutrageNaveen Patnaik's 24-Year WFH A Headache For New Odisha GovernmentUS Woman Buys Fake Jewellery Worth Rs 300 For Rs 6 Crore In Jaipur""You're From Bangladesh. Play Accordingly..."": Sehwag Rips Into Shakib
    
        
    
							.
                        Mumbai's Mega Coastal Road Phase-2 Gets Big 'Thumbs Up' From CommutersIn Attack On Congress, Sharad Pawar Camp, BJP's Praise For Uddhav ThackerayAdvertisementAdvertisementAdvertisementAdvertisementQuick LinksWorld NewsPNR StatusEducation NewsBusiness NewsSports NewsMP Chhattisgarh NewsNDTV ProfitMarathi NewsModi 3.0 Cabinet LiveModi 3.0 MinistersMohan MajhiDarshan ThoogudeepaOdisha GovernmentAdvertisement................................ Advertisement ................................"
" Supriya Sule Takes Dig At Pune MP After He Gets Cabinet Berth, He Hits Back ","NewsIndia NewsSupriya Sule Takes Dig At Pune MP After He Gets Cabinet Berth, He Hits Back Supriya Sule Takes Dig At Pune MP After He Gets Cabinet Berth, He Hits Back  Pune MP Murlidhar Mohol has been appointed as minister of state for civil aviation and cooperation in the PM Modi-led government. India NewsPress Trust of IndiaUpdated: June 11, 2024 2:51 pm ISTFile photoPune: Pune MP and Union Minister Murlidhar Mohol on Tuesday hit back at NCP (SP) leader Supriya Sule for her remarks that his position in Prime Minister Narendra Modi's cabinet should benefit Punekars rather than contractors.Former corporator and Pune mayor Mohol has been appointed as minister of state for civil aviation and cooperation in the Modi government.Speaking to reporters on Monday, Baramati MP Sule congratulated Mr Mohol for getting the cabinet berth.""We are happy that Pune got a ministerial berth, but its use should benefit Punekars rather than contractors,"" she said.In a post on the micro-blogging site, 'X', Mr Mohol said, ""Tai (Sule), I can understand your displeasure. For a party worker from an ordinary household like me to get a chance to become a minister is not easy to digest for someone like you who was born with a golden spoon.""PromotedListen to the latest songs, only on JioSaavn.comThe minister further said as far as contractors are concerned, the entire Maharashtra knows who nurtured them, who made them big and who are partners of big contractors from Pune and Maharashtra. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)India Elections | Read Latest News on Lok Sabha Elections 2024 Live on NDTV.com. Get Election Schedule, information on candidates, in-depth ground reports and more - #ElectionsWithNDTVWatch Live News:Follow Us:Murlidhar MoholSupriya SuleModi cabinetTrending UP Election Result Might See A Twist As 6 INDIA Bloc MPs May Be ConvictedTrouble For Sunita Williams, Crew As 'Spacebug' Detected At Space StationIndia Out Of WC Qualifiers After Qatar's Controversial Goal Sparks OutrageNaveen Patnaik's 24-Year WFH A Headache For New Odisha GovernmentUS Woman Buys Fake Jewellery Worth Rs 300 For Rs 6 Crore In Jaipur""You're From Bangladesh. Play Accordingly..."": Sehwag Rips Into Shakib
    
        
    
							.
                        Mumbai's Mega Coastal Road Phase-2 Gets Big 'Thumbs Up' From CommutersIn Attack On Congress, Sharad Pawar Camp, BJP's Praise For Uddhav ThackerayAdvertisementAdvertisementAdvertisementAdvertisementQuick LinksWorld NewsPNR StatusEducation NewsBusiness NewsSports NewsMP Chhattisgarh NewsNDTV ProfitMarathi NewsModi 3.0 Cabinet LiveModi 3.0 MinistersMohan MajhiDarshan ThoogudeepaOdisha GovernmentAdvertisement................................ Advertisement ................................"
